-93.1803,30.2287,0.15,27.086031,-0.29633,-9.343333,-13.875209,-9.829814,-15.353536
-93.1803,30.2292,0.14,22.273393,-0.348429,-2.897663,-17.766762,-1.597105,-18.676572
-93.1803,30.2296,0.13,7.704103,14.729088,-6.704083,-15.397604,-5.985398,-15.805873
-93.1803,30.2301,0.13,0.003566,19.928968,-10.565338,-17.783316,-8.032533,-17.536331
-93.1803,30.2305,0.15,21.922497,14.605096,-2.643493,-11.478616,-1.735634,-14.249554
-93.1803,30.231,0.12,30.993245,13.495543,-9.989647,-17.920161,-9.361163,-17.439387
-93.1803,30.2314,0.1,30.993245,13.495543,-9.989647,-17.920161,-9.361163,-17.439387
-93.1803,30.2319,0.16,25.212951,10.382406,-6.05565,-15.766563,-8.263346,-13.6341
-93.1803,30.2323,0.15,25.212951,10.382406,-6.05565,-15.766563,-8.263346,-13.6341
-93.1798,30.2287,0.11,2.238939,16.055077,-9.061079,-17.097436,-10.840311,-17.579739
-93.1798,30.2292,0.12,3.860889,10.800003,-3.939066,-14.846969,-5.596264,-15.027473
-93.1798,30.2296,0.13,11.086293,8.119812,-4.058126,-13.328928,-5.210065,-14.040572
-93.1798,30.2301,0.13,6.186658,11.953667,-7.971295,-18.526393,-6.992193,-18.306515
-93.1798,30.2305,0,32.491736,15.703325,-5.920141,-16.70516,-2.900793,-16.662617
-93.1798,30.231,0.17,0.111884,14.309747,-7.637206,-14.916349,-8.763034,-13.034095
-93.1798,30.2314,0.08,0.111884,14.309747,-7.637206,-14.916349,-8.763034,-13.034095
-93.1798,30.2319,0.13,3.383454,13.29535,-8.821798,-16.482409,-6.413452,-13.288944
-93.1798,30.2323,0.21,3.383454,13.29535,-8.821798,-16.482409,-6.413452,-13.288944
-93.1793,30.2287,0.1,33.174205,9.953809,-0.957813,-17.049448,-2.976068,-19.897101
-93.1793,30.2292,0.12,36.293842,15.476357,-4.179242,-16.096565,-5.837735,-15.799279
-93.1793,30.2296,0.14,23.717722,11.088849,-5.123401,-15.76642,-7.060355,-13.27903
-93.1793,30.2301,0.15,14.892964,7.685683,-3.143379,-15.836737,-4.034466,-15.422827
-93.1793,30.2305,0.15,3.602879,13.930583,-6.632761,-15.126137,-7.95163,-14.961821
-93.1793,30.231,0.13,9.18707,10.625669,-9.144904,-19.09016,-8.098469,-15.048758
-93.1793,30.2314,0.05,9.18707,10.625669,-9.144904,-19.09016,-8.098469,-15.048758
-93.1793,30.2319,0.13,19.220752,13.461244,-9.850076,-16.130393,-10.401155,-14.38064
-93.1793,30.2323,0.16,19.220752,13.461244,-9.850076,-16.130393,-10.401155,-14.38064
-93.1787,30.2287,0.09,10.410287,8.801229,-5.069157,-13.091126,-7.022914,-14.051047
-93.1787,30.2292,0.13,26.176787,12.903135,-9.482591,-17.952564,-8.789008,-15.380624
-93.1787,30.2296,0.15,11.669331,9.323282,-8.494651,-15.428668,-9.685822,-16.869793
-93.1787,30.2301,0.12,61.608678,10.997051,-9.478617,-13.763688,-8.659268,-15.35207
-93.1787,30.2305,0.1,30.878909,13.437411,-7.876617,-16.350051,-9.5939,-14.291573
-93.1787,30.231,0.09,21.171588,10.111372,-10.04778,-15.261025,-8.38862,-13.617769
-93.1787,30.2314,0.12,21.171588,10.111372,-10.04778,-15.261025,-8.38862,-13.617769
-93.1787,30.2319,0.16,6.65575,9.26833,-7.720177,-16.991737,-9.669608,-18.00762
-93.1787,30.2323,0.09,6.65575,9.26833,-7.720177,-16.991737,-9.669608,-18.00762
-93.1782,30.2287,0.1,15.830901,3.757014,-11.205221,-17.977049,-14.524349,-18.254132
-93.1782,30.2292,0.08,14.376877,11.741215,-10.377705,-17.250031,-11.709735,-16.356339
-93.1782,30.2296,0.07,21.961736,6.059772,-8.159982,-15.018676,-7.233817,-13.999877
-93.1782,30.2301,0,0.518734,16.039539,-6.634299,-13.49011,-8.630593,-14.14208
-93.1782,30.2305,0.13,29.121577,17.295164,-7.41624,-14.612679,-5.160233,-12.940771
-93.1782,30.231,0.11,4.558665,17.497192,-12.142542,-15.424458,-9.901955,-14.064327
-93.1782,30.2314,0.16,4.558665,17.497192,-12.142542,-15.424458,-9.901955,-14.064327
-93.1782,30.2319,0.13,15.378588,11.084858,-6.425517,-16.728308,-9.173284,-15.814207
-93.1782,30.2323,0.12,15.378588,11.084858,-6.425517,-16.728308,-9.173284,-15.814207
-93.1777,30.2287,0.04,26.57468,4.539127,-8.614361,-15.651171,-9.410302,-16.981289
-93.1777,30.2292,0.06,22.039261,13.840419,-10.65646,-14.742236,-7.552089,-15.471047
-93.1777,30.2296,0.13,5.972841,14.549219,-10.628497,-16.455215,-6.43039,-16.686224
-93.1777,30.2301,0.12,34.139665,15.155882,-8.496236,-16.418593,-10.969915,-17.275874
-93.1777,30.2305,0.12,55.89283,8.83382,-9.094907,-17.157454,-6.667028,-16.337843
-93.1777,30.231,0.07,20.533554,12.140326,-9.811805,-14.934842,-9.681127,-15.539468
-93.1777,30.2314,0.08,20.533554,12.140326,-9.811805,-14.934842,-9.681127,-15.539468
-93.1777,30.2319,0.12,10.800963,17.092714,-10.408304,-15.993242,-8.327589,-17.162747
-93.1777,30.2323,0.14,10.800963,17.092714,-10.408304,-15.993242,-8.327589,-17.162747
-93.1772,30.2287,0.08,1.351578,17.758568,-8.081012,-13.97323,-7.293976,-16.171615
-93.1772,30.2292,0.1,8.403289,10.42631,-7.194581,-16.725854,-8.505888,-16.455334
-93.1772,30.2296,0.14,12.280446,9.026536,-7.359861,-16.777466,-5.663359,-12.100181
-93.1772,30.2301,0.1,9.583413,-0.401816,-7.466762,-14.2615,-6.338517,-12.764575
-93.1772,30.2305,0.07,8.640733,13.35585,-7.60459,-15.740317,-5.552963,-13.721489
-93.1772,30.231,0.09,15.804347,10.581706,-10.742043,-14.812894,-8.680657,-13.40859
-93.1772,30.2314,0.08,15.804347,10.581706,-10.742043,-14.812894,-8.680657,-13.40859
-93.1772,30.2319,0.1,9.114972,9.459682,-6.890002,-17.726726,-8.883936,-16.678849
-93.1772,30.2323,0.1,9.114972,9.459682,-6.890002,-17.726726,-8.883936,-16.678849
-93.1767,30.2287,0.1,17.027877,11.800612,-7.1451,-15.243052,-5.70377,-13.836983
-93.1767,30.2292,0.12,18.507932,12.2902,-9.735567,-15.839564,-10.21141,-16.308881
-93.1767,30.2296,0.18,0.074397,12.767544,-7.123212,-16.262382,-8.711824,-16.371902
-93.1767,30.2301,0.12,11.740548,17.095934,-7.36897,-13.4918,-5.597253,-15.125782
-93.1767,30.2305,0.07,18.180412,14.509307,-7.561178,-15.584664,-7.204113,-14.751296
-93.1767,30.231,0.12,4.314793,12.30723,-10.43186,-17.526948,-9.463003,-13.516745
-93.1767,30.2314,0.02,4.314793,12.30723,-10.43186,-17.526948,-9.463003,-13.516745
-93.1767,30.2319,0.1,21.46383,8.850686,-11.225233,-18.784789,-7.390869,-17.011157
-93.1767,30.2323,0.05,21.46383,8.850686,-11.225233,-18.784789,-7.390869,-17.011157
-93.1761,30.2287,0.08,78.550278,14.900445,-13.986878,-19.006265,-12.815611,-16.698015
-93.1761,30.2292,0.1,2.748442,13.34387,-12.312647,-16.655543,-11.24522,-16.217616
-93.1761,30.2296,0.11,1.205059,13.208878,-9.221211,-16.138041,-10.447268,-16.07352
-93.1761,30.2301,0.11,0.21642,12.593532,-7.698257,-15.902772,-10.54536,-15.914972
-93.1761,30.2305,0.11,35.707656,15.235705,-9.870546,-16.573905,-9.147201,-15.729413
-93.1761,30.231,0.11,12.644851,12.927842,-10.877585,-20.219062,-11.707551,-18.721004
-93.1761,30.2314,0.03,12.644851,12.927842,-10.877585,-20.219062,-11.707551,-18.721004
-93.1761,30.2319,0.09,17.111286,10.153072,-8.151947,-17.38443,-9.068419,-16.845372
-93.1761,30.2323,0.1,17.111286,10.153072,-8.151947,-17.38443,-9.068419,-16.845372
-93.1756,30.2287,0.13,0.470326,6.147743,-13.529517,-17.631246,-11.841421,-17.321732
-93.1756,30.2292,0.11,26.91428,11.448057,-12.28199,-18.494881,-10.140731,-16.218411
-93.1756,30.2296,0.16,11.057194,11.164207,-9.76946,-17.239143,-9.675806,-15.078141
-93.1756,30.2301,0.11,5.769854,14.323753,-9.580032,-16.624062,-9.632194,-14.759867
-93.1756,30.2305,0.08,31.821373,11.473252,-5.654027,-15.059737,-6.586671,-14.633512
-93.1756,30.231,0.09,3.608664,12.588129,-10.337257,-16.291176,-10.513729,-16.778518
-93.1756,30.2314,0.04,3.608664,12.588129,-10.337257,-16.291176,-10.513729,-16.778518
-93.1756,30.2319,0.07,6.272108,14.261853,-8.943023,-18.212477,-8.152358,-17.375465
-93.1756,30.2323,0.1,6.272108,14.261853,-8.943023,-18.212477,-8.152358,-17.375465
-93.1751,30.2287,0.14,10.835989,-0.497703,-11.573252,-17.802206,-10.75691,-15.723049
-93.1751,30.2292,0.14,26.956239,12.385989,-11.107839,-16.515653,-10.505613,-17.936107
-93.1751,30.2296,0.1,13.353261,11.495952,-9.154738,-17.156611,-10.339384,-16.773659
-93.1751,30.2301,0.08,21.167586,-0.348429,-11.783631,-18.082574,-10.293229,-14.392348
-93.1751,30.2305,0.11,34.274965,9.774688,-9.607001,-16.070996,-7.921978,-13.330643
-93.1751,30.231,0.11,23.585365,15.697972,-9.501956,-14.494333,-10.517554,-16.74441
-93.1751,30.2314,0.09,23.585365,15.697972,-9.501956,-14.494333,-10.517554,-16.74441
-93.1751,30.2319,0.15,44.533504,14.763629,-9.845155,-18.285292,-8.060132,-16.627068
-93.1751,30.2323,0.14,44.533504,14.763629,-9.845155,-18.285292,-8.060132,-16.627068
-93.1821,30.2313,0.09,9.935402,17.538511,-10.398778,-14.77596,-8.283075,-16.780819
-93.1821,30.2318,0.12,4.697735,9.82763,-12.905733,-17.729821,-11.114793,-19.255751
-93.1821,30.2322,0.18,18.307899,10.574557,-11.170034,-17.743461,-11.468742,-15.708903
-93.1821,30.2327,0.1,10.267414,15.472601,-9.74066,-16.723074,-11.194903,-18.579181
-93.1821,30.2331,0.13,8.909588,11.448057,-9.557869,-14.506647,-8.989824,-14.648986
-93.1821,30.2336,0.14,9.149228,17.603598,-8.826915,-15.667887,-8.119927,-13.007753
-93.1821,30.234,0.14,5.013788,18.586887,-8.746044,-20.300502,-9.392884,-17.73675
-93.1821,30.2345,0.08,7.022296,10.03118,-12.531829,-20.404606,-10.621715,-16.574946
-93.1821,30.2349,0.1,22.447614,9.499132,-11.069359,-16.758806,-10.218817,-17.85403
-93.1815,30.2313,0.12,18.474655,8.328633,-10.165737,-15.560962,-7.329899,-14.086393
-93.1815,30.2318,0.14,13.654902,12.749188,-12.893712,-18.612788,-8.524899,-16.965861
-93.1815,30.2322,0.16,13.413352,11.442369,-9.146747,-16.510435,-9.16371,-16.924985
-93.1815,30.2327,0.17,10.744735,14.992243,-10.550904,-16.14225,-10.896897,-14.790433
-93.1815,30.2331,0.12,13.002225,-0.401816,-6.900498,-17.297317,-8.250071,-15.130516
-93.1815,30.2336,0.15,20.260713,-0.398883,-8.760001,-14.647166,-7.796862,-15.537213
-93.1815,30.234,0.11,20.211007,13.198858,-8.195819,-16.462779,-9.178571,-16.70048
-93.1815,30.2345,0.03,4.613312,14.363082,-9.714167,-13.178111,-9.612373,-16.264449
-93.1815,30.2349,0.12,23.367979,13.142516,-3.65354,-15.024884,-11.795524,-16.08424
-93.181,30.2313,0.11,15.00422,11.216924,-9.449583,-18.592807,-8.694386,-14.240336
-93.181,30.2318,0.13,20.391404,6.89948,-10.584047,-20.115201,-7.312174,-17.149597
-93.181,30.2322,0.15,6.069624,15.829718,-8.342572,-15.868324,-8.480199,-15.413323
-93.181,30.2327,0.15,1.323946,14.138125,-9.749518,-15.939459,-9.970358,-18.942327
-93.181,30.2331,0.14,35.004488,14.59877,-6.544211,-15.768198,-6.070401,-14.863887
-93.181,30.2336,0,30.606306,16.205566,-6.203135,-13.287353,-4.996591,-14.454482
-93.181,30.234,0.2,2.308229,-0.374479,-8.131951,-18.094674,-7.99579,-16.948691
-93.181,30.2345,0.08,17.836353,0.442878,-5.423481,-15.499366,-5.105705,-14.251132
-93.181,30.2349,0.07,12.661877,13.288,-6.1746,-15.239842,-9.062609,-16.29109
-93.1805,30.2313,0.14,2.423103,7.453114,-12.497226,-22.874839,-12.266901,-18.776661
-93.1805,30.2318,0.15,53.084267,1.435681,-10.17499,-19.961187,-9.570571,-17.377356
-93.1805,30.2322,0.11,28.863663,12.895227,-8.770694,-15.741874,-8.199483,-16.339629
-93.1805,30.2327,0.14,7.450243,9.218872,-12.592666,-21.859437,-13.324368,-21.010782
-93.1805,30.2331,0.15,29.062767,11.168673,-11.332955,-18.490256,-10.404992,-19.177852
-93.1805,30.2336,0.11,26.204798,11.224549,-8.959365,-16.632704,-9.518483,-16.048565
-93.1805,30.234,0.13,4.682237,16.96175,-7.720883,-18.783766,-7.171505,-18.654033
-93.1805,30.2345,0.1,11.448138,17.489298,-7.037726,-18.688852,-10.370041,-20.430952
-93.1805,30.2349,0.11,5.70325,13.076467,-12.302705,-20.034988,-11.052291,-21.467051
-93.18,30.2313,0.08,30.993245,13.495543,-9.989647,-17.920161,-9.361163,-17.439387
-93.18,30.2318,0.1,4.232208,12.018799,-8.602861,-17.536291,-8.632245,-17.727057
-93.18,30.2322,0.15,25.212951,10.382406,-6.05565,-15.766563,-8.263346,-13.6341
-93.18,30.2327,0.16,8.714494,12.075471,-10.830028,-17.704283,-10.776132,-17.410535
-93.18,30.2331,0.16,32.502503,8.656723,-8.006428,-17.781401,-6.44914,-18.358413
-93.18,30.2336,0.11,20.71536,9.136442,-4.302659,-13.579825,-4.157892,-13.539719
-93.18,30.234,0.09,4.393737,-0.319124,-5.0471,-12.375232,-5.51349,-12.885734
-93.18,30.2345,0.09,14.276427,16.463945,-6.535942,-14.806539,-8.69011,-16.032196
-93.18,30.2349,0.11,1.362976,13.666422,-8.828306,-14.015854,-10.8971,-16.680357
-93.1795,30.2313,0.05,9.18707,10.625669,-9.144904,-19.09016,-8.098469,-15.048758
-93.1795,30.2318,0.13,2.528124,14.114029,-7.135565,-15.960234,-6.153663,-15.440926
-93.1795,30.2322,0.13,19.220752,13.461244,-9.850076,-16.130393,-10.401155,-14.38064
-93.1795,30.2327,0.15,16.334626,15.774518,-8.708433,-18.453699,-9.116345,-16.417358
-93.1795,30.2331,0.17,11.852564,12.497743,-9.701378,-15.721979,-6.813954,-13.82881
-93.1795,30.2336,0.19,11.156862,11.005033,-8.285043,-12.298199,-7.723053,-10.52631
-93.1795,30.234,0.1,15.1018,11.565365,-8.580026,-13.467132,-8.020408,-13.817135
-93.1795,30.2345,0.12,9.656411,12.781117,-9.397281,-13.74175,-9.992685,-16.433874
-93.1795,30.2349,0.12,7.351888,11.473252,-7.771595,-14.565336,-6.554083,-14.016416
-93.1789,30.2313,0.06,21.171588,10.111372,-10.04778,-15.261025,-8.38862,-13.617769
-93.1789,30.2318,0.12,15.400184,14.32993,-6.183538,-15.244869,-10.416523,-15.592512
-93.1789,30.2322,0.19,6.65575,9.26833,-7.720177,-16.991737,-9.669608,-18.00762
-93.1789,30.2327,0.14,21.401133,-0.401816,-7.274403,-16.516882,-10.275493,-18.566705
-93.1789,30.2331,0.11,15.804292,13.683024,-8.701125,-17.336295,-8.069341,-16.953881
-93.1789,30.2336,0.15,29.662336,10.250697,-9.808498,-17.140281,-8.550725,-12.669631
-93.1789,30.234,0.13,24.240185,12.232974,-8.308475,-13.040815,-8.40859,-14.515041
-93.1789,30.2345,0.13,17.004968,14.469396,-8.570158,-12.501891,-8.234566,-15.875842
-93.1789,30.2349,0.13,8.143168,13.363832,-7.893425,-13.285052,-8.315077,-15.893161
-93.1784,30.2313,0.15,4.558665,17.497192,-12.142542,-15.424458,-9.901955,-14.064327
-93.1784,30.2318,0.13,5.634249,13.22015,-9.035414,-16.043127,-8.76796,-15.089331
-93.1784,30.2322,0.15,15.378588,11.084858,-6.425517,-16.728308,-9.173284,-15.814207
-93.1784,30.2327,0.08,10.538481,17.818012,-8.801066,-16.126098,-8.248609,-15.367349
-93.1784,30.2331,0.11,2.881865,11.380206,-6.699576,-16.70788,-4.561252,-13.743179
-93.1784,30.2336,0.15,34.506539,13.060086,-8.187441,-16.815357,-7.858126,-14.629163
-93.1784,30.234,0.16,11.22298,9.394721,-6.329623,-14.000474,-8.938224,-12.613872
-93.1784,30.2345,0,5.466127,13.721535,-5.602672,-15.712852,-7.318724,-14.400016
-93.1784,30.2349,0.11,18.015049,-0.497703,-7.95267,-14.697622,-10.440242,-14.336993
-93.1779,30.2313,0.15,19.078826,-0.224559,-9.277628,-17.148616,-10.629352,-14.865353
-93.1779,30.2318,0.11,15.170295,14.917498,-10.084291,-17.243878,-10.855771,-18.278824
-93.1779,30.2322,0.07,20.830942,17.181561,-8.884112,-15.807442,-9.177965,-13.517042
-93.1779,30.2327,0.15,5.647713,16.253462,-10.565044,-14.904785,-10.20981,-15.158976
-93.1779,30.2331,0.16,5.122346,16.852142,-7.191448,-14.257215,-4.793741,-12.634391
-93.1779,30.2336,0,22.80261,14.153897,-8.30074,-14.617072,-6.328861,-12.062515
-93.1779,30.234,0.18,14.773789,13.224141,-9.271566,-14.388653,-7.42579,-12.301313
-93.1779,30.2345,0.08,0.60639,13.435675,-8.703105,-14.295783,-6.864123,-13.117361
-93.1779,30.2349,0.11,10.814604,13.707076,-9.792412,-14.808836,-7.936529,-12.671444
-93.1774,30.2313,0.11,20.533554,12.140326,-9.811805,-14.934842,-9.681127,-15.539468
-93.1774,30.2318,0.13,17.642073,17.686302,-12.522217,-15.082198,-11.063826,-19.324256
-93.1774,30.2322,0.11,10.800963,17.092714,-10.408304,-15.993242,-8.327589,-17.162747
-93.1774,30.2327,0.18,0.098035,13.244097,-9.369442,-16.936283,-12.606132,-15.529549
